1 1 -2.062468176E+01
1 2  7.474479384E+00
1 3  3.496243174E+00
1 4  1.708816868E-02
1 5 -7.569343978E-17
1 6  6.470833764E-16
1 7  3.360640206E-03
1 8 -7.366518019E-17
1 9  1.658163407E-16
1 10 -2.746322973E-03
1 11 -1.307545610E-16
1 12 -4.872202063E-17
1 13  6.944301831E-03
1 14 -4.663814001E-18
1 15  9.312373308E-02
1 16  6.923786512E-01
1 17 -3.208134455E-02
1 18 -3.978024677E-18
1 19  4.160500979E-02
1 20  9.312373308E-02
1 21  6.923786512E-01
1 22 -3.208134455E-02
1 23 -1.093489180E-17
1 24 -4.160500979E-02
2 1  7.474479384E+00
2 2 -3.573798977E+00
2 3 -2.335359924E+00
2 4  2.359743140E-02
2 5 -1.274353293E-17
2 6 -2.641588903E-16
2 7  1.677724904E-03
2 8  8.248881988E-17
2 9 -8.199481098E-20
2 10  2.458816321E-03
2 11  5.748368303E-17
2 12  4.435676693E-17
2 13  2.417103156E-03
2 14 -3.467335825E-17
2 15 -2.078328028E-01
2 16 -6.473143367E-01
2 17  1.289383492E-01
2 18  9.206394106E-17
2 19 -1.650712010E-01
2 20 -2.078328028E-01
2 21 -6.473143367E-01
2 22  1.289383492E-01
2 23 -6.327407116E-17
2 24  1.650712010E-01
3 1  3.496243174E+00
3 2 -2.335359924E+00
3 3 -1.478468355E+00
3 4 -1.434407744E-02
3 5 -2.586583338E-19
3 6 -1.046964399E-16
3 7 -7.751571391E-02
3 8  9.114027743E-17
3 9  2.101614865E-17
3 10 -2.535565133E-05
3 11  3.617533855E-17
3 12  2.873513841E-17
3 13  1.216588085E-02
3 14 -2.992916935E-17
3 15 -2.359020969E-01
3 16 -4.907360223E-01
3 17  6.957754346E-02
3 18  9.690167422E-17
3 19 -9.293774932E-02
3 20 -2.359020969E-01
3 21 -4.907360223E-01
3 22  6.957754346E-02
3 23 -6.884812301E-17
3 24  9.293774932E-02
4 1  1.708816868E-02
4 2  2.359743140E-02
4 3 -1.434407744E-02
4 4  3.963045222E-02
4 5 -1.098131143E-16
4 6 -1.708534160E-17
4 7 -5.562156367E-01
4 8 -3.913139770E-17
4 9  2.886863313E-17
4 10 -3.127743314E-02
