1 1 -2.064224763E+01
1 2  7.479102566E+00
1 3  3.497891588E+00
1 4  1.459761254E-02
1 5  8.263763686E-17
1 6 -2.079513493E-16
1 7  2.807434975E-03
1 8  3.941236037E-17
1 9  4.268858147E-17
1 10 -3.306035445E-03
1 11 -1.972450829E-16
1 12  4.360426594E-16
1 13  7.373594981E-03
1 14  1.016929802E-16
1 15  3.484477279E-02
1 16  5.180644367E-01
1 17 -6.861672333E-03
1 18  2.134685398E-17
1 19  8.967762424E-03
1 20  3.484477279E-02
1 21  5.180644367E-01
1 22 -6.861672333E-03
1 23  5.204493118E-18
1 24 -8.967762424E-03
2 1  7.479102566E+00
2 2 -3.583416863E+00
2 3 -2.335430759E+00
2 4  2.544590848E-02
2 5 -7.117118366E-18
2 6 -6.195637146E-17
2 7  7.992543734E-03
2 8 -6.707061683E-18
2 9 -4.955488548E-17
2 10  3.332938505E-03
2 11  6.084670184E-17
2 12 -3.141821160E-16
2 13 -3.080103578E-03
2 14 -4.867221196E-17
2 15 -1.182212602E-01
2 16 -5.041705731E-01
2 17  7.071501674E-02
2 18 -2.474807487E-17
2 19 -9.091536436E-02
2 20 -1.182212602E-01
2 21 -5.041705731E-01
2 22  7.071501674E-02
2 23  6.229443528E-17
2 24  9.091536436E-02
3 1  3.497891588E+00
3 2 -2.335430759E+00
3 3 -1.463204075E+00
3 4 -7.242735520E-03
3 5  1.227942506E-18
3 6 -2.043980937E-16
3 7 -5.284681782E-02
3 8 -1.072958952E-17
3 9 -2.808116681E-16
3 10  1.292752418E-03
3 11  2.499034272E-17
3 12 -2.348816094E-16
3 13  4.053752643E-03
3 14 -2.506424808E-17
3 15 -1.624605988E-01
3 16 -3.882980517E-01
3 17  4.721524891E-02
3 18 -2.112582337E-17
3 19 -6.288627046E-02
3 20 -1.624605988E-01
3 21 -3.882980517E-01
3 22  4.721524891E-02
3 23  7.257436416E-17
3 24  6.288627046E-02
4 1  1.459761254E-02
4 2  2.544590848E-02
4 3 -7.242735520E-03
4 4  5.330149503E-02
4 5 -2.012180067E-18
4 6 -8.358551890E-16
4 7 -5.346999642E-01
4 8  2.322386431E-18
4 9 -5.262654307E-16
4 10 -2.330354798E-02
4 11 -2.880390559E-18
4 12 -4.863012866E-17
4 13  1.189902439E-02
4 14  1.034457935E-17
4 15 -1.288723334E-01
4 16 -1.545007973E-01
