1 1 -1.582506111E+01
1 2  3.474195973E+00
1 3 -2.994076209E+00
1 4 -9.626476273E-03
1 5  2.492395216E-12
1 6  1.588649856E-11
1 7 -2.570971750E-03
1 8  1.460788560E-13
1 9  9.313175139E-13
1 10 -1.017142057E-03
1 11 -2.344512789E-11
1 12 -1.494311276E-10
1 13 -5.760398107E-17
1 14 -2.323233158E-12
1 15 -1.867528895E-04
1 16 -2.690851661E-03
1 17 -1.417073859E-01
1 18  5.145423610E-03
1 19  9.813921365E-14
1 20  6.256807072E-13
1 21  5.029686874E-01
1 22 -1.561932835E-12
1 23 -9.954562412E-12
1 24 -8.516179390E-03
1 25  7.173782647E-13
1 26  4.572306064E-12
1 27 -1.229473744E-19
1 28 -1.415416625E-14
2 1  3.474195973E+00
2 2 -1.521449040E+00
2 3 -3.204549450E-01
2 4  4.405135730E-02
2 5 -1.993852877E-11
2 6 -1.270817470E-10
2 7  1.295252303E-02
2 8 -2.460826690E-11
2 9 -1.568451570E-10
2 10 -8.361534889E-03
2 11 -2.803969344E-11
2 12 -1.787155862E-10
2 13 -2.802508771E-17
2 14 -1.619477568E-12
2 15 -2.690851673E-03
2 16 -3.986197075E-02
2 17 -1.268354031E-01
2 18  7.916566331E-02
2 19 -1.960989057E-11
2 20 -1.249873222E-10
2 21  2.396182409E-01
2 22 -3.016419460E-11
2 23 -1.922568148E-10
2 24 -8.699852361E-02
2 25  8.311871473E-12
2 26  5.297719273E-11
2 27 -2.548265154E-18
2 28 -4.234285920E-15
3 1 -2.994076209E+00
3 2 -3.204549450E-01
3 3 -1.376719479E+00
3 4  1.000487260E-02
3 5 -1.629828612E-11
3 6 -1.038798130E-10
3 7 -6.073631453E-02
3 8 -2.104026850E-11
3 9 -1.341036317E-10
3 10 -2.246590223E-02
3 11 -3.544755069E-11
3 12 -2.259307228E-10
3 13 -8.653039954E-17
3 14 -2.663688710E-12
3 15 -1.417073858E-01
3 16 -1.268354026E-01
3 17 -2.838018960E-01
3 18  1.514158018E-01
3 19  3.306118429E-11
3 20  2.107201310E-10
3 21  3.993154191E-01
3 22  9.861920667E-12
3 23  6.285616883E-11
3 24 -5.207399246E-02
3 25  7.035653001E-13
3 26  4.484411732E-12
3 27  2.954084993E-18
3 28  4.836422099E-13
4 1 -9.626476273E-03
4 2  4.405135730E-02
4 3  1.000487260E-02
4 4 -2.441328274E-02
4 5 -5.210351983E-10
4 6 -3.320900335E-09
4 7 -4.615881157E-01
4 8 -3.555334656E-10
4 9 -2.266049407E-09
4 10 -4.057083603E-02
4 11 -1.072204874E-11
4 12 -6.833826267E-11
4 13 -9.111146906E-18
4 14 -2.124081918E-13
4 15 -5.145423585E-03
4 16 -7.916566225E-02
4 17 -1.514158032E-01
4 18  1.823130817E-01
4 19  2.868731860E-11
4 20  1.828412477E-10
4 21  2.765217819E-01
4 22 -2.456102408E-11
4 23 -1.565457090E-10
4 24 -1.189940449E-01
4 25  1.224289520E-11
4 26  7.803219271E-11
4 27  4.188805851E-18
4 28  1.182281736E-13
5 1  2.492395216E-12
5 2 -1.993852877E-11
5 3 -1.629828612E-11
5 4 -5.210351983E-10
5 5  5.127641885E-03
5 6 -5.250837740E-11
5 7 -3.401517083E-10
5 8 -4.124557988E-01
5 9 -3.664488295E-11
5 10 -2.913563837E-12
5 11 -1.951774350E-02
5 12 -6.943169039E-13
5 13 -2.503848747E-12
5 14 -1.595817031E-11
5 15 -9.819248213E-14
5 16  1.960998668E-11
5 17 -3.306110058E-11
5 18  2.868709439E-11
5 19 -1.067869111E-01
5 20 -5.182920079E-16
5 21  1.379118995E-10
5 22 -1.558065729E-01
5 23 -4.818834777E-12
5 24 -4.378256073E-11
5 25  4.670747825E-02
5 26  1.716942590E-12
5 27 -3.464417855E-13
5 28 -2.208068878E-12
6 1  1.588649856E-11
6 2 -1.270817470E-10
6 3 -1.038798130E-10
