1	1	-62.342314439368046
2	1	11.869429605781917
2	2	-12.545477520404985
3	1	5.243554255415112
3	2	-8.179966134125712
3	3	-7.449381913283085
4	1	0.024417024457583
4	2	-0.170827278093758
4	3	-0.156555572444095
4	4	-12.807328594246009
5	1	0.000000000000000
5	2	0.000000000000000
5	3	0.000000000000000
5	4	0.000000000000000
5	5	-12.751131294744479
6	1	-0.000000000000000
6	2	0.000000000000000
6	3	-0.000000000000000
6	4	0.000000000000000
6	5	0.000000000000000
6	6	-12.844700613389573
7	1	0.003273526282624
7	2	-0.128093899013284
7	3	-0.242537870763632
7	4	-4.357964036073153
7	5	0.000000000000000
7	6	0.000000000000000
7	7	-5.420512189739373
8	1	0.000000000000000
8	2	0.000000000000000
8	3	0.000000000000000
8	4	0.000000000000000
8	5	-4.305090237348674
8	6	0.000000000000000
8	7	0.000000000000000
8	8	-5.286802259531906
9	1	-0.000000000000000
9	2	-0.000000000000000
9	3	0.000000000000000
9	4	0.000000000000000
9	5	0.000000000000000
9	6	-4.393125879002469
9	7	0.000000000000000
9	8	0.000000000000000
9	9	-5.509431232393063
10	1	0.000181626267793
10	2	-0.009186660549137
10	3	-0.011341176522905
10	4	-0.137774561087460
10	5	0.000000000000000
10	6	-0.000000000000000
10	7	-0.119465643860052
10	8	0.000000000000000
10	9	0.000000000000000
10	10	-8.497650425251482
11	1	0.000000000000000
11	2	0.000000000000000
11	3	0.000000000000000
11	4	0.000000000000000
11	5	-0.115571305065031
11	6	0.000000000000000
11	7	0.000000000000000
11	8	-0.098320090788539
11	9	0.000000000000000
11	10	0.000000000000000
11	11	-8.453406842849242
12	1	-0.000000000000000
12	2	0.000000000000000
12	3	0.000000000000000
12	4	0.000000000000000
12	5	0.000000000000000
12	6	-0.190027313371593
12	7	-0.000000000000000
12	8	0.000000000000000
12	9	-0.200515484104477
12	10	0.000000000000000
12	11	0.000000000000000
12	12	-8.619982071127200
13	1	-0.001563620301333
13	2	0.079087948624386
13	3	0.097636173818114
